1461	820		1.5		1.09	E
1507	665		1.5		1.09	B
1508	710		1.5		1.09	F
1509	715		1		1.09	E
1567	710		1 		1.38	C
1753	715		1 		1.38	E
1762	680		1 		1.38	D
1764	680		1 		1.38	D
1765	665		1 		1.38	B
1769	710		1 		1.38	C
1792	680		1 		1.38	D
1804	715		1 		1.38	E
1811	715		1 		1.38	E
1827	795		1 		1.38	F
